radio;area;cellid;signal;time;mnc
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;36029707;-106;1,69607E+12;91
LTE;4230;37088011;-94;1,69607E+12;91
LTE;4230;37088011;-94;1,69607E+12;91
LTE;4230;37088011;-94;1,69607E+12;91
LTE;4230;37088011;-95;1,69607E+12;91
LTE;4230;37088011;-94;1,69607E+12;91
LTE;4230;37088011;-95;1,69607E+12;91
LTE;4230;37088011;-102;1,69607E+12;91
LTE;4230;37088011;-105;1,69607E+12;91
LTE;4230;37088277;-106;1,69607E+12;91
LTE;4230;37088277;-102;1,69607E+12;91
LTE;4230;37088277;-95;1,69607E+12;91
LTE;4230;37088277;-92;1,69607E+12;91
LTE;4230;37088277;-91;1,69607E+12;91
LTE;4230;37088277;-96;1,69607E+12;91
LTE;4230;37088267;-101;1,69607E+12;91
LTE;4230;37088267;-100;1,69607E+12;91
LTE;4230;37088267;-98;1,69607E+12;91
LTE;4230;37088267;-95;1,69607E+12;91
LTE;4230;37088267;-91;1,69607E+12;91
LTE;4230;37088267;-90;1,69607E+12;91
LTE;4230;37088267;-91;1,69607E+12;91
LTE;4230;37088267;-96;1,69607E+12;91
LTE;4230;37088267;-99;1,69607E+12;91
LTE;4230;37088267;-102;1,69607E+12;91
LTE;4230;37088267;-106;1,69607E+12;91
LTE;4230;37088289;-108;1,69607E+12;91
LTE;4230;37088289;-97;1,69607E+12;91
LTE;4230;37088289;-94;1,69607E+12;91
LTE;4230;37088289;-93;1,69607E+12;91
LTE;4230;37088289;-100;1,69607E+12;91
LTE;4230;37088289;-104;1,69607E+12;91
LTE;4230;37088525;-102;1,69607E+12;91
LTE;4230;37088525;-98;1,69607E+12;91
LTE;4230;37088525;-98;1,69607E+12;91
LTE;4230;37088525;-97;1,69607E+12;91
LTE;4230;37088525;-96;1,69607E+12;91
LTE;4230;37088525;-96;1,69607E+12;91
LTE;4230;37088525;-97;1,69607E+12;91
LTE;4230;37088525;-99;1,69607E+12;91
LTE;4230;37088525;-101;1,69607E+12;91
LTE;4230;37088523;-108;1,69607E+12;91
LTE;4230;37088533;-111;1,69607E+12;91
LTE;4230;37088533;-108;1,69607E+12;91
LTE;4230;37088533;-106;1,69607E+12;91
LTE;4230;37088533;-103;1,69607E+12;91
LTE;4230;37088533;-98;1,69607E+12;91
LTE;4230;37088533;-98;1,69607E+12;91
LTE;4230;37088791;-106;1,69607E+12;91
LTE;4230;37088791;-105;1,69607E+12;91
LTE;4230;37088791;-103;1,69607E+12;91
LTE;4230;37088791;-96;1,69607E+12;91
LTE;4230;37088791;-94;1,69607E+12;91
LTE;4230;37088781;-98;1,69607E+12;91
LTE;4230;37088781;-98;1,69607E+12;91
LTE;4230;37088781;-96;1,69607E+12;91
LTE;4230;37088781;-96;1,69607E+12;91
